name,status,beginDate,endDate,stationTriplet,latitude,longitude,elevation,countyName,huc
Adin Mtn,Biased,--,--,301:CA:SNTL,41.23583,-120.79192,6170.00,Modoc,180200021403
Agua Canyon,Biased,--,--,907:UT:SNTL,37.52217,-112.27118,8890.00,Kane,160300020301
Alpine Meadows,Biased,--,--,908:WA:SNTL,47.77957,-121.69847,3500.00,King,171100100501
Althouse,Biased,--,--,1239:CA:SNTLT,41.99617,-123.54700,4970.00,Del Norte,171003110302
Annie Springs,Biased,--,--,1000:OR:SNTL,42.87007,-122.16518,6020.00,Klamath,180102030101
Anthony Lake,Biased,--,--,1245:OR:SNTLT,44.95910,-118.22668,7160.00,Baker,170502030503
Arbuckle Mtn,Biased,--,--,304:OR:SNTL,45.19085,-119.25392,5770.00,Morrow,170702020604
Ashley Divide,Biased,--,--,1165:MT:SNTLT,48.20161,-114.51495,4820.00,Flathead,170102080108
Badger Pass,Biased,--,--,307:MT:SNTL,48.13091,-113.02311,6870.00,Pondera,100302010201
Bald Mtn AM,Biased,--,--,1240:NV:SNTLT,41.82168,-119.63712,6660.00,Washoe,160402040101
Bald Mtn AM OR,Biased,--,--,447:OR:SNTLT,45.21158,-117.66260,6650.00,Union,170601040504
Bald Mtn.,Biased,--,--,309:WY:SNTL,44.80061,-107.84428,9360.00,Big Horn,100800100501
Banfield Mountain,Biased,--,--,311:MT:SNTL,48.57120,-115.44573,5580.00,Lincoln,170101011202
Barney Creek,Biased,--,--,1246:OR:SNTLT,44.36069,-118.31114,5820.00,Baker,170502020202
Base Camp,Biased,--,--,314:WY:SNTL,43.94019,-110.44544,7040.00,Teton,170401010304
Bear Basin,Biased,--,--,319:ID:SNTL,44.95222,-116.14293,5350.00,Adams,170602100104
Bear Canyon,Biased,--,--,320:ID:SNTL,43.74367,-113.93797,7920.00,Custer,170402180101
Bear Creek,Biased,--,--,321:NV:SNTL,41.83391,-115.45278,8090.00,Elko,170501020301
Bear Flat Meadow AM,Biased,--,--,1291:OR:SNTLT,42.41655,-120.47043,6580.00,Lake,171200060105
Bear Grass,Biased,--,--,1166:OR:SNTL,44.32530,-122.09380,4720.00,Linn,170900040203
Bear Mountain,Biased,--,--,323:ID:SNTL,48.30583,-116.07444,5460.00,Bonner,170102131202
Bear Trap Meadow,Biased,--,--,325:WY:SNTL,43.88743,-107.06135,8200.00,Johnson,100902010205
Beartooth Lake,Biased,--,--,326:WY:SNTL,44.94307,-109.56743,9360.00,Park,100700060206
Beaver Creek,Biased,--,--,328:MT:SNTL,44.94966,-111.35852,7820.00,Gallatin,100200070402
Beaver Pass,Biased,--,--,990:WA:SNTL,48.87930,-121.25550,3630.00,Whatcom,171100050605
Ben Lomond Trail,Biased,--,--,333:UT:SNTL,41.38291,-111.92103,5980.00,Weber,160201020302
Big Flat,Biased,--,--,339:UT:SNTL,38.30183,-112.35672,10320.00,Beaver,160300070202
Big Goose,Biased,--,--,931:WY:SNTL,44.57922,-107.20068,8010.00,Sheridan,100901010103
Big Red Mountain,Biased,--,--,341:OR:SNTL,42.05257,-122.85487,6060.00,Jackson,171003090301
Big Sheep AM,Biased,--,--,1229:OR:SNTLT,45.16842,-117.08631,6250.00,Wallowa,170601020301
Billie Creek Divide,Biased,--,--,344:OR:SNTL,42.40717,-122.26617,5280.00,Klamath,180102030201
Bisson Creek,Biased,--,--,346:MT:SNTL,47.68386,-113.99895,4880.00,Lake,170102120602
Black Bear,Biased,--,--,347:MT:SNTL,44.50832,-111.12803,8160.00,Gallatin,100200070202
Blazed Alder,Biased,--,--,351:OR:SNTL,45.42870,-121.85605,3660.00,Clackamas,170800010102
Blind Park,Biased,--,--,354:SD:SNTL,44.10772,-103.97688,6900.00,Pennington,101201100104
Blue Mountain Spring,Biased,--,--,357:OR:SNTL,44.24767,-118.51722,5880.00,Grant,170501160104
Bobs Hollow,Biased,--,--,1278:UT:SNTL,38.94569,-112.15349,9320.00,Millard,160300051401
Bone Springs Div,Biased,--,--,358:WY:SNTL,44.67881,-107.58110,9340.00,Sheridan,100800100102
Bowman Springs,Biased,--,--,362:OR:SNTL,45.36428,-118.46715,4540.00,Umatilla,170701030401
Box Canyon,Biased,--,--,363:MT:SNTL,45.27178,-110.24899,6720.00,Park,100700020902
Box Creek,Biased,--,--,364:UT:SNTL,38.50809,-112.01856,9850.00,Sevier,160300020106
Bristlecone Trail,Biased,--,--,1111:NV:SNTL,36.31575,-115.69543,8900.00,Clark,150100150206
Brown Duck,Biased,--,--,368:UT:SNTL,40.58102,-110.58587,10570.00,Duchesne,140600030604
Brown Top,Biased,--,--,1080:WA:SNTL,48.92753,-121.19717,5840.00,Whatcom,171100050601
Buckinghorse,Biased,--,--,1107:WA:SNTL,47.70860,-123.45747,4860.00,Jefferson,171100200501
Buckskin Lake AM,Biased,--,--,1292:OR:SNTLT,43.02503,-118.94785,5200.00,Harney,171200030206
Bug Lake,Biased,--,--,374:UT:SNTL,41.68541,-111.41987,7980.00,Rich,160102010102
Bumping Ridge,Biased,--,--,375:WA:SNTL,46.81003,-121.33058,4600.00,Yakima,170300020105
Burgess Junction,Biased,--,--,377:WY:SNTL,44.78765,-107.52917,7900.00,Sheridan,100901010202
Burnt Mountain,Biased,--,--,942:WA:SNTL,47.04440,-121.94032,4160.00,Pierce,171100140103
Burroughs Creek,Biased,--,--,379:WY:SNTL,43.69733,-109.67021,8760.00,Fremont,100800010102
Call Meadows AM,Biased,--,--,1289:OR:SNTLT,43.81191,-118.78565,5380.00,Harney,171200010201
Calvert Creek,Biased,--,--,381:MT:SNTL,45.88380,-113.32553,6410.00,Deer Lodge,100200040801
Camas Creek Divide,Biased,--,--,382:ID:SNTL,43.26548,-115.34530,5720.00,Elmore,170402200101
Camp Jackson,Biased,--,--,383:UT:SNTL,37.81333,-109.48723,8840.00,San Juan,140802010301
Canyon Lake,Biased,--,--,1232:AK:SCAN,59.42425,-161.16354,560.00,Bethel,190305028402
Cascade Summit,Biased,--,--,388:OR:SNTL,43.59042,-122.06010,5100.00,Deschutes,170900010301
Castle Creek,Biased,--,--,1130:WY:SNTL,43.67480,-109.37740,8410.00,Fremont,100800010401
Castle Valley,Biased,--,--,390:UT:SNTL,37.66098,-112.74093,9610.00,Iron,160300010201
Cayuse Pass,Biased,--,--,1085:WA:SNTL,46.86956,-121.53434,5260.00,Pierce,171100140301
Cedar Pass,Biased,--,--,391:CA:SNTL,41.58216,-120.30253,7060.00,Modoc,180200020603
Chalk Creek #1,Biased,--,--,392:UT:SNTL,40.85464,-111.04765,9160.00,Summit,160201010301
Chalk Creek #2,Biased,--,--,393:UT:SNTL,40.88529,-111.06954,8200.00,Summit,160201010301
Checkers Creek,Biased,--,--,2213:AK:SCAN,65.40300,-164.71100,370.00,Nome,190501050503
Chemult Alternate,Biased,--,--,395:OR:SNTL,43.22625,-121.80662,4850.00,Klamath,180102010201
Chepeta,Biased,--,--,396:UT:SNTL,40.77458,-110.01050,10490.00,Duchesne,140600031202
Clackamas Lake,Biased,--,--,398:OR:SNTL,45.09658,-121.75443,3400.00,Clackamas,170900110301
Clear Creek #2,Biased,--,--,400:UT:SNTL,39.89275,-111.25154,7850.00,Utah,160202020102
Cloud Peak Reservoir,Biased,--,--,402:WY:SNTL,44.40328,-107.06074,9830.00,Johnson,100902060301
Clover Meadow,Biased,--,--,403:MT:SNTL,45.01788,-111.84560,8770.00,Madison,100200070803
Cold Springs,Biased,--,--,405:WY:SNTL,43.27676,-109.44585,9640.00,Fremont,100800010702
Cold Springs Camp,Biased,--,--,406:OR:SNTL,42.53305,-122.17683,5940.00,Klamath,180102030202
Cole Canyon,Biased,--,--,982:WY:SNTL,44.48632,-104.41057,5930.00,Crook,101202030302
Columbia Basin,Biased,--,--,1204:NV:SNTL,41.67167,-116.07033,6480.00,Elko,170501050503
Copper Bottom,Biased,--,--,413:MT:SNTL,47.05678,-112.59500,5200.00,Lewis and Clark,170102030103
Corral Pass,Biased,--,--,418:WA:SNTL,47.01872,-121.46464,5810.00,Pierce,171100140307
Cottonwood Creek,Biased,--,--,419:WY:SNTL,42.64590,-110.81482,7710.00,Lincoln,170401050102
Cougar Mountain,Biased,--,--,420:WA:SNTL,47.27666,-121.67138,3210.00,King,171100130202
Cox Flat AM,Biased,--,--,1273:OR:SNTLT,42.36192,-120.60912,5720.00,Lake,180200010205
Crowder Flat,Biased,--,--,977:CA:SNTL,41.89318,-120.75202,5180.00,Modoc,180102040103
Currant Creek,Biased,--,--,432:UT:SNTL,40.35747,-111.08993,7920.00,Wasatch,140600040401
Deadman Creek,Biased,--,--,437:MT:SNTL,46.79279,-110.67545,6440.00,Meagher,100301030401
Deer Pass,Biased,--,--,1345:WA:SNTL,48.33250,-121.72133,3360.00,Skagit,171100080103
Diamond Lake,Biased,--,--,442:OR:SNTL,43.18787,-122.14003,5280.00,Douglas,171003010204
Dismal Swamp,Biased,--,--,446:CA:SNTL,41.99127,-120.18033,7370.00,Modoc,171200070304
Divide,Biased,--,--,448:MT:SNTL,44.79317,-112.05645,7770.00,Madison,100200030102
Dollarhide Summit,Biased,--,--,450:ID:SNTL,43.60250,-114.67417,8390.00,Blaine,170402190201
Dome Lake,Biased,--,--,451:WY:SNTL,44.57462,-107.29537,8890.00,Sheridan,100901010102
Dorsey Basin,Biased,--,--,453:NV:SNTL,40.89343,-115.21104,7900.00,Elko,160401010604
Dungeness,Biased,--,--,943:WA:SNTL,47.87220,-123.07879,3990.00,Clallam,171100200301
Dupuyer Creek,Biased,--,--,458:MT:SNTL,48.06341,-112.75730,5740.00,Teton,100302010501
East Boulder Mine,Biased,--,--,1105:MT:SNTL,45.50381,-110.08019,6310.00,Sweet Grass,100700020701
East Rim Divide,Biased,--,--,460:WY:SNTL,43.13097,-110.20230,8010.00,Sublette,170401030203
Easy Pass,Biased,--,--,998:WA:SNTL,48.85933,-121.43895,5280.00,Whatcom,171100010101
Eilertson Meadows,Biased,--,--,464:OR:SNTL,44.86887,-118.11387,5510.00,Baker,170502030404
Elbow Lake,Biased,--,--,910:WA:SNTL,48.69092,-121.90893,3050.00,Whatcom,171100040401
Elk Peak,Biased,--,--,1106:MT:SNTL,46.48450,-110.71250,7600.00,Meagher,100402010203
Emigrant Springs,Biased,--,--,470:OR:SNTL,45.55808,-118.45385,3780.00,Umatilla,170701030501
Evening Star,Biased,--,--,472:WY:SNTL,44.65258,-109.78422,9040.00,Park,100700060301
Farmington,Biased,--,--,474:UT:SNTL,40.97462,-111.80975,7920.00,Davis,160201020502
Finley Corrals AM,Biased,--,--,1274:OR:SNTLT,42.45988,-120.78508,5950.00,Lake,180102020402
Fish Creek,Biased,--,--,477:OR:SNTL,42.70993,-118.63219,7710.00,Harney,171200030107
Fish Lk.,Biased,--,--,479:OR:SNTL,42.38010,-122.34943,4660.00,Jackson,171003070801
Five Points Lake,Biased,--,--,481:UT:SNTL,40.71785,-110.46721,10920.00,Duchesne,140600030701
Flattop Mtn.,Biased,--,--,482:MT:SNTL,48.80225,-113.85713,6290.00,Flathead,170102070501
Fourmile Lake,Biased,--,--,483:OR:SNTL,42.43933,-122.22880,5970.00,Klamath,180102030202
Fredonyer Peak,Biased,--,--,1277:CA:SNTL,40.68799,-120.60805,7220.00,Lassen,180800030304
Fry Canyon,Biased,--,--,1262:NV:SNTL,41.58008,-115.93640,6790.00,Elko,160401020101
Galena,Biased,--,--,489:ID:SNTL,43.87722,-114.67250,7470.00,Blaine,170402190101
Gardner Peak,Biased,--,--,1066:UT:SNTL,37.40083,-113.45988,8320.00,Washington,150100080701
Garfield R.S.,Biased,--,--,492:ID:SNTL,43.61040,-113.93080,6580.00,Blaine,170402210301
Garver Creek,Biased,--,--,918:MT:SNTL,48.97523,-115.81915,4250.00,Lincoln,170101030202
GBRC Meadows,Biased,--,--,1222:UT:SNTL,39.30229,-111.45383,9850.00,Sanpete,160300040307
Gerber Reservoir,Biased,--,--,945:OR:SNTL,42.20620,-121.13340,4880.00,Klamath,180102040508
Gold Axe Camp,Biased,--,--,1159:WA:SNTL,48.95160,-118.98640,5380.00,Okanogan,170200021204
Gold Basin,Biased,--,--,1304:UT:SNTL,38.46516,-109.26332,10070.00,San Juan,140300050401
Gold Center,Biased,--,--,494:OR:SNTL,44.76380,-118.31170,5400.00,Grant,170702020202
Gold Mountain,Biased,--,--,1256:WA:SNTL,48.19253,-118.45715,4500.00,Ferry,170200011703
Government Corrals,Biased,--,--,1250:OR:SNTLT,42.04308,-118.31950,7400.00,Harney,171200090201
Grassy Lake,Biased,--,--,499:WY:SNTL,44.12602,-110.83429,7330.00,Teton,170402030202
Grave Creek,Biased,--,--,500:MT:SNTL,48.91453,-114.76663,4350.00,Flathead,170101010801
Grave Springs,Biased,--,--,501:WY:SNTL,43.46643,-107.23977,8560.00,Natrona,100902010103
Green Lake,Biased,--,--,502:WA:SNTL,46.54741,-121.17093,5930.00,Yakima,170300030101
Green Mountain,Biased,--,--,503:NV:SNTL,40.38480,-115.52757,8180.00,Elko,160401030401
Greenpoint,Biased,--,--,504:OR:SNTL,45.62237,-121.70415,3320.00,Hood River,170701050603
Gros Ventre Summit,Biased,--,--,506:WY:SNTL,43.38939,-110.12943,8760.00,Teton,170401020203
Grouse Camp,Biased,--,--,507:WA:SNTL,47.28107,-120.48771,5390.00,Kittitas,170300010401
Gutz Peak,Biased,--,--,1065:UT:SNTL,37.49617,-113.94235,6800.00,Washington,150100100101
Hand Creek,Biased,--,--,510:MT:SNTL,48.30754,-114.84075,5040.00,Flathead,170102100304
Hansen Sawmill,Biased,--,--,512:WY:SNTL,44.25602,-106.97983,8360.00,Johnson,100902060101
Hart Mountain AM,Biased,--,--,1218:OR:SNTLT,42.47964,-119.71908,6440.00,Lake,171200080501
Hawkins Lake,Biased,--,--,516:MT:SNTL,48.97240,-115.95344,6460.00,Lincoln,170101050201
Heen Latinee,Biased,--,--,1270:AK:SNTL,58.69652,-134.86448,2100.00,Juneau,190103010401
Hilts Creek,Biased,--,--,524:ID:SNTL,44.01896,-113.47242,8090.00,Custer,170402170401
Hobbs Park,Biased,--,--,525:WY:SNTL,42.86984,-109.09455,10080.00,Fremont,100800030207
Horsepasture Pass,Biased,--,--,1264:AK:SNTLT,62.13501,-147.62282,4220.00,Matanuska-Susitna,190205011406
Howard Prairie,Biased,--,--,1158:OR:SNTL,42.21500,-122.37130,4580.00,Jackson,180102060401
Howell Canyon,Biased,--,--,534:ID:SNTL,42.32029,-113.61587,8010.00,Cassia,170402090602
Hozatka Lake,Biased,--,--,2210:AK:SNTL,65.19405,-156.64113,220.00,Yukon-Koyukuk,190901091201
Hozomeen Camp,Biased,--,--,991:WA:SNTL,48.98075,-121.07976,1680.00,Whatcom,171100050602
Humboldt Gulch,Biased,--,--,535:ID:SNTL,47.53178,-115.77643,4260.00,Shoshone,170103020102
Hyndman,Biased,--,--,537:ID:SNTL,43.71077,-114.15894,7590.00,Blaine,170402190402
Indian Creek,Biased,--,--,544:WY:SNTL,42.30023,-110.67753,9400.00,Lincoln,140401070502
Innoko Camp,Biased,--,--,2211:AK:SCAN,63.63900,-158.03010,90.00,Yukon-Koyukuk,190903031103
Jacks Peak,Biased,--,--,549:NV:SNTL,41.51360,-116.01170,8440.00,Elko,170501050201
Jump Off Joe,Biased,--,--,552:OR:SNTL,44.38605,-122.16683,3530.00,Linn,170900060201
June Lake,Biased,--,--,553:WA:SNTL,46.14778,-122.15413,3440.00,Skamania,170800020304
Kanaryagak Camp,Biased,--,--,2208:AK:SCAN,61.35880,-165.12042,10.00,Kusilvak,190903053903
Kanuti Lake,Biased,--,--,2212:AK:SCAN,66.17700,-151.74200,520.00,Yukon-Koyukuk,190901040707
Kelley R.S.,Biased,--,--,554:WY:SNTL,42.26554,-110.80181,8240.00,Lincoln,140401070501
Kendall R.S.,Biased,--,--,555:WY:SNTL,43.24922,-110.01671,7790.00,Sublette,140401010302
Kimberly Mine,Biased,--,--,557:UT:SNTL,38.48383,-112.39273,9110.00,Piute,160300030104
Kings Cabin,Biased,--,--,559:UT:SNTL,40.71632,-109.54401,8740.00,Uintah,140600100303
Kirwin,Biased,--,--,560:WY:SNTL,43.86067,-109.32163,9580.00,Park,100800090101
Kolob,Biased,--,--,561:UT:SNTL,37.52664,-113.05386,9250.00,Iron,150100080102
Kraft Creek,Biased,--,--,562:MT:SNTL,47.42749,-113.77515,4760.00,Missoula,170102110104
Lake Creek R.S.,Biased,--,--,563:OR:SNTL,44.21007,-118.63752,5250.00,Grant,170501160102
Lakefork #1,Biased,--,--,566:UT:SNTL,40.59709,-110.43316,10120.00,Duchesne,140600030705
Lakefork Basin,Biased,--,--,513:UT:SNTL,40.73785,-110.62121,10890.00,Duchesne,140600030601
Lakeview Ridge,Biased,--,--,568:MT:SNTL,44.58907,-111.82498,7340.00,Beaverhead,100200010105
Larsen Creek,Biased,--,--,1134:WY:SNTL,42.58019,-109.08829,8880.00,Sublette,101800060101
Laurel Draw,Biased,--,--,573:NV:SNTL,41.77637,-116.02957,6680.00,Elko,170501040202
Lee Canyon,Biased,--,--,1112:NV:SNTL,36.30537,-115.67508,8620.00,Clark,150100150206
Lemhi Ridge,Biased,--,--,576:MT:SNTL,44.99380,-113.44399,8080.00,Beaverhead,100200011106
Lewis Lake Divide,Biased,--,--,577:WY:SNTL,44.20862,-110.66628,7880.00,Teton,170401010104
Lick Creek,Biased,--,--,578:MT:SNTL,45.50410,-110.96625,6880.00,Gallatin,100200081001
Little Goose,Biased,--,--,1131:WY:SNTL,44.54315,-107.17865,8560.00,Johnson,100901010105
Little Grassy,Biased,--,--,583:UT:SNTL,37.48631,-113.84582,6060.00,Washington,160300061302
Little Meadows,Biased,--,--,584:OR:SNTL,44.61297,-122.22565,4020.00,Linn,170900060301
Little Warm,Biased,--,--,585:WY:SNTL,43.50278,-109.75200,9370.00,Fremont,100800010212
Lonesome Beaver,Biased,--,--,1261:UT:SNTL,38.07000,-110.77241,9530.00,Garfield,140700010301
